row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	70361.0318525862	-1.1619221940704305	0.16541707438314224	-7.024197462102151	2.153001435008988e-12	1.4762730373659695e-11
A2M	125407.39159905541	-0.5364675677836401	0.1587540897436037	-3.379236205190454	0.0007268752729772228	0.001477662222283617
NAT1	179.7335743031137	-0.5873246125640511	0.09165245501865645	-6.408171089846937	1.4727558914260595e-10	7.85592890079094e-10
NAT2	324.1742923240972	-2.154026845117729	0.22541288557166606	-9.555917088124469	1.224941493727067e-21	2.6946903494944176e-20
SERPINA3	135196.4094236342	-0.5718390374666946	0.16293122268747504	-3.509695858377999	0.0004486195223285596	0.0009440851414496592
AADAC	11897.776670197853	-1.2448319717935905	0.14445956386019812	-8.61716551351551	6.863189197450233e-18	9.62462115985182e-17
AAMP	4276.251636424263	0.03737492690723804	0.04308551170737495	0.867459278679997	0.3856904143072607	0.4482665319399121
AARS	7256.630259859654	0.05229140406590383	0.06529261046861252	0.8008778281432225	0.4232023769794803	0.4848271538734924
ABAT	12163.578252120973	-1.3200570477866878	0.12690064523531727	-10.4022879106631	2.4205049795552524e-25	8.249103125976287e-24
ABCA1	2929.7537019749298	-0.27297807182667555	0.08984643625611373	-3.038273783598182	0.002379376735132469	0.004426740501727404
ABCA2	2930.7807166556818	-0.04518226053468532	0.10125374632089292	-0.4462280377408842	0.6554325318775458	0.7042825899893427
ABCA3	406.9934511283874	0.5705284293887871	0.16300562401973032	3.5000536504171778	0.00046516452728089316	0.0009755943254181583
ABCB7	782.7896312314447	-0.22539652164817983	0.059204781269750185	-3.8070661999615036	0.00014062511186801275	0.0003189658530384273
ABCF1	3841.2116133069717	0.10229956975834895	0.05401953059890204	1.8937515491929915	0.05825799545958721	0.08312285173209737
ABCA4	75.41940774396645	0.21950182249649217	0.1680929390042414	1.3058360678133754	0.1916083116487904	0.2414290799370773
ABL1	1781.6097628905661	0.2700319403298324	0.0653902812123297	4.129542423177657	3.634859304740551e-05	9.002820493181609e-05
ABP1	94.61504741426823	-0.061371749580228604	0.2714504827253205	-0.22608819466469837	0.8211328261850872	0.852441877901471
ABL2	927.5194965671216	0.1060958671021902	0.06526522337524635	1.6256110316544172	0.1040324269464551	0.14016237873290718
ABR	723.218248789244	0.9393737335755402	0.13637477163094824	6.8881782337105175	5.651138221389182e-12	3.665609822785239e-11
ACAA1	11685.527099847162	-0.9978959878353374	0.09956660050033889	-10.022396896356232	1.2151952658710969e-23	3.3268204218048243e-22
ACACA	2128.903569594082	0.32200347496134335	0.08227122500392264	3.9139258585974672	9.080752836345385e-05	0.0002120076061948453
ACACB	3617.7884564958617	-0.5093395178279431	0.11369713003666575	-4.479792213433075	7.471573808620614e-06	2.049912595172059e-05
ACADL	434.57798868896236	-1.4465283139947915	0.21421784140755337	-6.752604285852852	1.4521461238422246e-11	8.896261712209894e-11
ACADM	4392.8560341703915	-0.8075590806676093	0.10219906418597223	-7.9018246116039705	2.7484998090389797e-15	2.7325372267034395e-14
ACADS	3953.4717792522856	-0.5598888945892082	0.10207312853945337	-5.485174233420303	4.1306209321775095e-08	1.584681544124669e-07
ACADSB	9637.221055132813	-0.9428119738547327	0.11273692717673864	-8.36293836869155	6.117517579484551e-17	7.592349109271951e-16
ACADVL	20584.889426536112	-0.5116973028016302	0.08418858293707016	-6.077989258758722	1.216989050534532e-09	5.7410889862561875e-09
ACAT1	12475.151115786906	-0.9922625539360083	0.0904031090246629	-10.975978200764187	4.986320914026324e-28	2.5003797095149508e-26
ACAT2	3405.793415227753	-0.12655337304838807	0.10535480468797459	-1.2012112159782034	0.22966927974308224	0.28395023935030084
ACCN2	140.51420163500904	0.6017051818188827	0.217469620488124	2.7668470679643358	0.005660130049144368	0.009853456086722043
ACHE	282.64453737005203	0.7288124854228241	0.2174957554011204	3.3509273966229767	0.000805414158640309	0.0016239242156005718
ACLY	4186.261628435289	0.3401636335907895	0.06674697215266155	5.096315572379494	3.4632763320382397e-07	1.160633987692293e-06
ACO1	6678.007133441361	-0.7538800164752826	0.08358306118211849	-9.019531060637505	1.8889614470628523e-19	3.204134718804904e-18
ACO2	6798.807130564982	-0.05921369284133064	0.07580279096898224	-0.7811545206239214	0.43471161875913306	0.4962563343691376
ACOX1	10008.774407253773	-0.8966994849999226	0.0869152553363599	-10.316940122073134	5.907590543318046e-25	1.9294242535446418e-23
ACP1	3510.3617886670836	-0.05172616107037947	0.04512471881093611	-1.146293260842292	0.2516738304369534	0.30845633031622777
ACP2	3961.007847622774	-0.04719032725475442	0.06447377081914799	-0.7319306231851329	0.46421091380775165	0.5243453272156879
ACP5	2083.9654854076157	0.8684003541936356	0.15518915214023962	5.595754227775465	2.1966469923945796e-08	8.780102967722081e-08
ACTA2	5886.224419085839	-0.013819497529460998	0.11722063619775397	-0.11789304321934561	0.9061524055140261	0.9250654504339784
ACTB	114627.2352190764	0.2249837084287614	0.05548453102796428	4.05489069224302	5.015775208206621e-05	0.00012150283047466038
ACTG1	65750.55430862785	0.3485740460256613	0.06523510911510798	5.343350394503043	9.124414029559924e-08	3.327372628360332e-07
ACTG2	282.87520679910176	0.08257767945364232	0.15748359122756217	0.5243573556455061	0.6000300111233768	0.6532344265833663
ACTN4	13961.000586525277	0.16124166856636102	0.05253421058156212	3.069269848759312	0.002145826712507786	0.004021872291640883
ACTL6A	999.7829734822739	0.4354918188363568	0.060806811229515506	7.161892064896998	7.957106429924575e-13	5.7722935246403645e-12
ACTN1	5546.927559210377	0.04572222431177774	0.07640842916213485	0.5983924131558507	0.5495781268785218	0.6068258484283678
ACTN2	357.5052356898364	-1.9017733340119007	0.2890732709214584	-6.578862611370995	4.7406054711152464e-11	2.7227858573590187e-10
ACVR1	1006.3357168001753	0.1833692003728319	0.07150622927938956	2.564380785013438	0.010336007978450022	0.017149528389377916
ACVR1B	2137.179084189655	-0.00914316845825243	0.07516577699388707	-0.12164004449785713	0.9031840980312629	0.9226269171500602
ACVR2A	435.8207203610522	0.002256979517298243	0.055338195031486646	0.04078520298708792	0.9674671358494585	0.9746001118916386
ACVR2B	400.9440975915889	0.3328387987380445	0.09110026017029828	3.65354388797411	0.00025864555456146083	0.0005629944817427412
ACVRL1	579.7940006549262	-0.03709690365226566	0.0880249911712583	-0.42143603945487756	0.6734367071389438	0.7210793643986116
ACY1	9510.652909168462	-0.7880453492369967	0.09852697870159259	-7.998269708682934	1.2617974761770652e-15	1.3178085422654302e-14
ACYP1	82.34329402607636	0.6990126794599028	0.08352167009850424	8.36923733248506	5.799234407895982e-17	7.227447534459821e-16
ACYP2	377.33577866691235	-0.9103481583253165	0.08344566246195734	-10.909472481452728	1.038572521056166e-27	4.910304938441105e-26
ADA	303.52319242599833	0.7692601836543438	0.08940643607322218	8.604080617018827	7.69308976755022e-18	1.0727826395891893e-16
ADAM8	234.97791065160473	1.0124852237858748	0.1121540055116012	9.027633201037508	1.754247122805495e-19	2.9858288457076844e-18
ADAM10	1613.5998849746725	-0.08451417776613235	0.09853368623866157	-0.8577186238767914	0.3910478536680968	0.45364353362509474
ADAR	11916.849295374552	-0.032078402599548306	0.05752753160164952	-0.5576182691389544	0.5771050785951942	0.6324962540090442
ADARB1	430.9862143237621	-0.18330288689560909	0.07850946732381807	-2.3347870408999576	0.019554548519741366	0.030928832955024233
ADCY1	784.6696032142365	-0.827463282714185	0.23258070112836723	-3.5577469613761585	0.00037404937498060223	0.0007961579736438629
ADCY3	407.7929072909652	0.6161360154956879	0.11300662808000174	5.452211307990726	4.974729242426448e-08	1.886647379869037e-07
ADCY5	96.60920578140114	0.47355139547778236	0.20234640036292992	2.3403005668913175	0.01926822613154106	0.030488917528372395
ADCY6	1566.519308475284	0.1689734616488848	0.06296015158333529	2.683815991535983	0.007278715489086275	0.012442827109614543
ADCY7	353.5640562998023	0.583904893433763	0.10485699469383235	5.568583146395555	2.5681907178889654e-08	1.0153454834489079e-07
ADCY8	25.9412862580817	-2.935013883792474	0.46038380035686777	-6.375145870722188	1.827888885823205e-10	9.615948137253619e-10
ADCY9	1989.0803644648722	-0.39301189481145815	0.07570159139529492	-5.19159356583731	2.0850176127046702e-07	7.218077012089878e-07
ADD1	6107.132703834807	-0.06874875054918055	0.04815321021427428	-1.4277085627990185	0.1533757605065035	0.1983350873685297
ADD3	1162.1543134081587	0.311406480571315	0.11376495262461882	2.7372795697356658	0.0061949621332052915	0.010714385210756754
PLIN2	14175.96281885915	0.26267428888648714	0.12810477703811227	2.050464432004275	0.04031913123103616	0.0594763095705053
ADH1A	22729.70966768417	-1.3790376536546431	0.16388252598592765	-8.414793739346312	3.935868294193889e-17	5.018569050122396e-16
ADH1B	85230.58650524316	-2.168426369470908	0.18353183708045523	-11.814987546385918	3.265973070303982e-32	3.05912810918473e-30
ADH1C	22716.911958296874	-1.860429550923659	0.21225506023813898	-8.76506571309233	1.8666774716235224e-18	2.854766468311062e-17
ADH4	28157.88130126427	-2.0319376372160582	0.2278972868969223	-8.916023814426108	4.833296303818534e-19	7.892794062803666e-18
ADH5	8785.486129185527	-0.48861950508864943	0.06595993520138554	-7.407822697169441	1.2838979204528532e-13	1.030786616135005e-12
ADH6	9997.939668361678	-1.4381505615580494	0.14079337396837155	-10.214618209810938	1.7054921383478032e-24	5.2479120695069903e-23
ADK	1353.1578587658532	-0.6863907296826841	0.08347578918698617	-8.22263241076003	1.9908430982091367e-16	2.2930878779295185e-15
ADM	791.2145962620554	0.17500958901573105	0.12865498486037047	1.3603016564470418	0.17373448441791675	0.22134079623769856
ADORA1	138.41082363646782	0.9671296274409663	0.22922589909185928	4.219111502114348	2.4526695994923602e-05	6.217465250253569e-05
ADORA2A	266.5501782498126	0.2996922551299948	0.07715508024719393	3.8842841478464325	0.00010263182461751311	0.00023797225035475988
ADORA2B	40.28129967388643	1.1881402344142136	0.17990274074430246	6.604347601924136	3.992717005337982e-11	2.3065761970713175e-10
ADORA3	118.24877819054844	0.9948372231700717	0.14271269589335384	6.970909048719061	3.148995125988662e-12	2.1211209593554564e-11
ADPRH	244.94311969714622	0.4518384248931173	0.08081278597767544	5.591174953650748	2.2553818447592577e-08	8.997964589873995e-08
PARP1	6130.714310423958	0.251072634808284	0.06047013147853651	4.152010731073086	3.29566804053828e-05	8.211876213440958e-05
PARP4	2320.0089464741573	-0.18526731006347358	0.06297101588123502	-2.9421045138114423	0.0032598988497830484	0.005927921070795963
ADRA1D	28.340188174224892	-0.04888363411759314	0.2691900524272142	-0.18159524721223005	0.8559003790092359	0.8826898652852677
ADRA1B	190.4429590170263	-1.1587824418402486	0.15217980168323775	-7.614561387405763	2.645884091880315e-14	2.3302869178222075e-13
ADRA1A	138.28947289620575	-1.9426034527259746	0.224455349149056	-8.654743404827181	4.940218165020574e-18	7.108663684217527e-17
ADRA2A	151.75186293501426	1.0106031738863677	0.2257147000645433	4.47734761447697	7.557613678919999e-06	2.0701773132270654e-05
ADRA2B	79.48458905472224	-0.7011397491786826	0.121647602886919	-5.763695564395519	8.229179728876683e-09	3.493648053083251e-08
ADRA2C	273.1193672205682	0.7426497032647502	0.2206677753508575	3.365465130030661	0.0007641472502282588	0.0015464662315055658
ADRB2	303.50763186578774	-1.2085083929026137	0.1493336056752846	-8.092675372283116	5.83682751728576e-16	6.299121174995422e-15
ADRBK1	2818.9078152718816	0.20093599460939474	0.04793209668516588	4.1920969142912705	2.7638787177920577e-05	6.9495940813907e-05
ADRBK2	721.6311246641532	-0.40177486507958354	0.164069435246099	-2.4488099473063576	0.014332905351080352	0.023189219557131966
ADSL	1925.993998907815	0.46217580547507436	0.06025435038967356	7.670413878601575	1.7144224673554994e-14	1.542773039657127e-13
ADSS	1456.5532860924386	0.09228137188299214	0.06073531596858688	1.5194021865420326	0.1286612919351438	0.1696010462728002
AP2A1	4795.221345341715	0.01261724362697905	0.051872276571053956	0.24323674342104723	0.8078220042815292	0.8408507904504343
AP2A2	3192.0804843307146	0.07469289856307527	0.04031711083359884	1.8526351967866925	0.06393466408514033	0.09042535158784377
AP1B1	4280.113518566202	0.1505939467587705	0.04732903031665921	3.1818515137793426	0.001463368227597921	0.002819762325477531
AP2B1	4503.870152132908	0.03863859681298933	0.057761435090250036	0.6689341556804813	0.503537481058953	0.5625829301592477
AP1G1	2606.1003734792603	-0.3030679353402532	0.053862246614173916	-5.626722879036028	1.836654322664947e-08	7.429765991145969e-08
AEBP1	3420.930601112563	0.07839655342917358	0.19084496128723039	0.4107866034313748	0.6812290172128216	0.7280097411990923
AES	11010.949007106678	0.1910384728790095	0.07549069615595728	2.530622746998391	0.0113860237867287	0.018735173158297484
AFG3L1	245.49393185329683	0.15393156537298272	0.06731303898256888	2.2868016018834663	0.022207405957979084	0.03468277023198223
AFM	6580.001902840643	-1.5359057200149038	0.177006717971739	-8.677104110026646	4.059734457332896e-18	5.913834801745273e-17
AFP	24570.789746160615	2.902183626093749	0.34077799673847636	8.516346870602021	1.64665137717001e-17	2.1994241219904e-16
AGA	969.3364132521715	-0.04680836534586627	0.09614015154521627	-0.4868763424390021	0.6263459650652533	0.6774760387535216
ACAN	79.63904739361003	1.294156966999793	0.22801602729646964	5.675728072032024	1.3810000881007984e-08	5.690989018285886e-08
AGER	73.53593650974433	0.5833897878833396	0.10680074058650912	5.462413319229664	4.6970489999355766e-08	1.7895408226155163e-07
AGL	1485.5328210526202	-0.6953503916058983	0.0990879140334763	-7.0175096366543555	2.2585758706883315e-12	1.5458166563493252e-11
JAG1	1518.8257854240449	0.6035655643448931	0.1271640030957215	4.746355490952614	2.071145731351732e-06	6.175289965369638e-06
AGT	124252.52701203809	-0.1570611258294293	0.10003585981587414	-1.5700482418856176	0.11640388846595155	0.1550906343642348
AGTR1	1573.5211577430616	-0.311727831557438	0.13060731035776227	-2.3867563821929005	0.01699775081431468	0.027182335947793956
APLNR	988.959541993372	-0.6814009083301547	0.14954398244755907	-4.556525091667283	5.20068290169763e-06	1.4624956656907628e-05
AGXT	52473.47466777149	-1.1549040728929671	0.16363494964745917	-7.05780809894911	1.6914942839021732e-12	1.1749731515930534e-11
NR0B1	36.6106130930486	4.870911310421258	0.4709329482295081	10.34311005151296	4.4970158933610625e-25	1.4784560198637154e-23
AHCY	12594.70955910257	0.06641419607029733	0.08095335362677201	0.82040079990378	0.4119876596300055	0.47409459240223084
AHR	3033.8024395249895	-0.46016768174771644	0.10287922701258939	-4.472892099893066	7.716872173853447e-06	2.1113161340128705e-05
AHSG	137538.87176439347	-0.521783186417312	0.1781410132774544	-2.9290457981432683	0.0034000432164045654	0.006169957794798732
AIF1	737.9855226053359	0.7889740806792663	0.12305037428389964	6.411797487579837	1.4381379513158057e-10	7.68779199890391e-10
AIM1	633.3940868214156	-0.12912038315439672	0.12778015120154945	-1.0104885769835512	0.31226126949131366	0.3720108060582461
AK1	1942.7622169077567	-0.042147329272978665	0.10073750035436554	-0.41838768209173827	0.6756636911732627	0.7232039207016963
AK2	4775.663528115495	-0.12335984057812165	0.06105325119276688	-2.0205286068817307	0.04332858591416112	0.06354432594973919
AK3L1	1610.5931859513144	0.2830700426923667	0.11714582666596586	2.4163903294611044	0.0156752475415582	0.025218911271084183
AKT1	4850.448272684486	-0.17577707054673977	0.05901629558239131	-2.978449745313841	0.0028971053416532	0.0053155833255194174
AKT2	5118.312696352622	-0.19524615289535718	0.05748839945689243	-3.3962704604737195	0.0006831082514600813	0.0013943984634039186
ALAD	8524.076446157518	-1.2084977808538764	0.08655065232361213	-13.962896274141457	2.6254386475665867e-44	1.2218955555690368e-41
ALAS1	12096.573243205208	-1.4287164729656012	0.11022294585173333	-12.962060321699648	2.0078125630420308e-38	4.211598943857038e-36
ALB	2381851.9441715847	-0.6837946459412665	0.14514225138054845	-4.7112032467267255	2.462584860766957e-06	7.2653083065376965e-06
ALCAM	4688.227147808201	-0.0310381625280074	0.0880743598114761	-0.35240860784506234	0.7245318474153295	0.7668030701788304
ABCD1	1516.9949797944603	0.4056261914576321	0.0903856542204973	4.4877275598193975	7.198690305842184e-06	1.9802381737145852e-05
ALDH1A1	53166.066485056755	-0.6973404425073628	0.12579989450887857	-5.543251409150797	2.969060837166646e-08	1.1627195121725706e-07
ALDH2	40100.43094933131	-1.2357937741068465	0.09933384133416244	-12.440813296946748	1.568981739858901e-35	2.4014016345802415e-33
ALDH3A1	6259.898957412628	-1.7590502788301563	0.3449450086152806	-5.099509298283648	3.4053514201334396e-07	1.1435377384452607e-06
ALDH1B1	5823.885157836438	-0.898594913571587	0.11088918227002385	-8.103539905122918	5.338270638507905e-16	5.803128804328338e-15
ALDH1A3	180.5824140443408	-0.6860797076913302	0.20989274497187918	-3.2687156851621966	0.0010803680100461468	0.002128296398626622
ALDH3B1	630.4196594541745	1.05315600412656	0.11245223979827954	9.36536262875462	7.578958545280337e-21	1.5150795921457727e-19
ALDH3B2	10.62089957877677	3.1314651944013674	0.30934866254728566	10.12276946218478	4.378478334322203e-24	1.2637340665321815e-22
ALDH9A1	5950.2459097635265	-0.6378334694930882	0.07331962737375713	-8.6993550341117	3.337757384134477e-18	4.9363674996936206e-17
ALDH3A2	14193.17882058519	-0.712963038474996	0.09535514117101043	-7.476922898120031	7.608302142539229e-14	6.312559543667784e-13
ALDOA	19226.553640538386	1.089902469021207	0.098873377259527	11.023214734138039	2.953200112590234e-28	1.5432283956774163e-26
ALDOB	169472.42651903167	-1.3599758076875381	0.1851657931655786	-7.344638469327989	2.0631600262779462e-13	1.6053627101022703e-12
