row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	70361.0318525862	1.23717114747042	0.16069617616036921	7.698821322517133	1.3732703403959974e-14	9.414548774289405e-14
A2M	125407.39159905541	-0.0218751641130046	0.15772916961573502	-0.13868813337632852	0.8896965956669542	0.9073028895691556
NAT1	179.7335743031137	0.5760667879234427	0.08988004065706143	6.409284905882872	1.46203755067573e-10	6.528973086121033e-10
NAT2	324.1742923240972	2.698812471897709	0.20883513952710195	12.923172211386705	3.3311898470413453e-38	2.5974560414652752e-36
SERPINA3	135196.4094236342	0.49862258193350995	0.16040845343209695	3.108455765671873	0.0018806779637049402	0.0034442863887675446
AADAC	11897.776670197853	1.2712447048073316	0.1404209297472962	9.053099898249387	1.3896606193224004e-19	1.6093480251608482e-18
AAMP	4276.251636424263	-0.006765751284093188	0.0423610086814718	-0.15971648208302572	0.8731044167547007	0.8930117491056767
AARS	7256.630259859654	0.061709458877516075	0.06410493537246424	0.9626319489906682	0.3357322583647461	0.3920514048709488
ABAT	12163.578252120973	1.395514939899279	0.12153519170934285	11.482393866928016	1.617393902430184e-30	5.474510770202894e-29
ABCA1	2929.7537019749298	0.07204553684679275	0.08916527090276026	0.8079999770915569	0.41909059532981013	0.47659714693393873
ABCA2	2930.7807166556818	0.18081246115522948	0.09907291530445336	1.825044318112459	0.06799434177914007	0.09361558030107545
ABCA3	406.9934511283874	-1.2950277873840625	0.15128758345828677	-8.560040141966637	1.1282822938679954e-17	1.0608275380414177e-16
ABCB7	782.7896312314447	0.313890096651252	0.0570002736375277	5.506817364550225	3.653789722302021e-08	1.2291820721536932e-07
ABCF1	3841.2116133069717	-0.1390508774283452	0.052826633648370425	-2.6322115914844897	0.008483101271786492	0.013938529042444421
ABCA4	75.41940774396645	-0.0780261557838039	0.1654104184655751	-0.4717124622959741	0.6371320405887156	0.6842725521372859
ABL1	1781.6097628905661	-0.34688243446862543	0.06322374281215246	-5.486584929007872	4.0977845431731216e-08	1.3704986571182866e-07
ABP1	111.55594774833119	0.9273108537439063	0.2717104434799495	3.4128642310075064	0.0006428395961014159	0.0012562406645766156
ABL2	927.5194965671216	-0.36241489675894045	0.06160457307085586	-5.8829219762971325	4.030859760743608e-09	1.5294673736752752e-08
ABR	723.218248789244	-1.1401370410352392	0.13062232871543278	-8.728500343299531	2.580716665706929e-18	2.6004474494163257e-17
ACAA1	11685.527099847162	0.9366087833088245	0.0983094406332001	9.52714995911107	1.6166040522743298e-21	2.2501013224786535e-20
ACACA	2128.903569594082	-0.3016849924889032	0.08097211429168931	-3.72578874996558	0.00019470542139156768	0.00040893355532148037
ACACB	3617.7884564958617	0.7816171245733221	0.1077952737708924	7.250940576806435	4.1388725166954915e-13	2.4499295862935595e-12
ACADL	434.57798868896236	2.191648398919844	0.19735923349691467	11.10486882263913	1.1879164454040108e-28	3.435269829398434e-27
ACADM	4392.8560341703915	1.0183891042725988	0.09520209382500684	10.697129268443646	1.0498029265432188e-26	2.462159840158765e-25
