mRNA	logFC	FDR	Sub-0	Sub-1	Delta
APOA2	-0.8315415950743672	4.5705056866418747e-07	595636.8136645963	388059.4726368159	495296.78611967206
GLUL	-1.4034670629735753	5.516231915229656e-11	228382.4347826087	101083.4328358209	320527.2249791019
ALB	0.15231400548258014	0.3366756765538362	2024740.5962732919	2538650.6417910447	308396.3502815728
IGF2	-1.3238825570995147	0.00011914924347524621	211567.42236024846	94205.43781094527	280090.4201132388
CYP2E1	-1.348708384537647	1.1236366171324045e-06	180593.69565217392	82060.43781094527	243568.231520727
SERPINA1	-0.22154637339283825	0.05329717698125179	908382.3478260869	887700.8407960199	201248.81481494132
APOC1	-0.6607398630938963	1.0068548291779807e-07	228232.2857142857	169343.0	150802.16921646416
CYP3A4	-1.6295611790702527	1.028519679517095e-06	89865.25465838509	34768.567164179105	146440.93033856654
FTL	-0.2886453362193456	0.016460175487231218	496474.65838509315	470147.65174129355	143305.09469394997
APOA1	-0.4214672751028943	0.0224964428428407	325042.63354037266	277640.9104477612	136994.8330505295
AMBP	-0.34545207143044054	0.00390849627037388	262438.0807453416	236729.03980099503	90659.77861570747
H19	-0.48875896517616096	0.14398769303337508	174374.14285714287	154780.8407960199	85226.9256163372
AHSG	-0.5301100999687833	0.004219426629407114	156488.85714285713	119315.53233830846	82956.32370400065
EPHX1	-0.5018801288125324	0.0001915040486063085	135628.58385093167	111547.0248756219	68069.29113376694
FN1	0.39960839717768354	5.0510002460098635e-05	155928.24223602485	235736.08955223882	62310.23495467147
APOC2	-0.45089885394771045	0.0009559745086928188	137860.3354037267	116488.82089552238	62161.06723838734
ALDOB	0.4621793418297462	0.022415746751100436	127011.90062111801	196636.2288557214	58702.27663361345
HPD	-0.8454750573658779	0.0005260459871267346	67580.05590062111	42371.069651741294	57137.25163936687
SERPINC1	-0.4258051843094536	0.0175091431043007	134148.19875776398	113393.3631840796	57120.9984968309
APOE	-0.17631996664843408	0.142065234908303	320848.22360248445	319533.0646766169	56571.94808479938
HP	-0.09592491469556257	0.65852018285299	581153.801242236	610757.8606965174	55747.12880916341
VTN	-0.19079007428072753	0.10913479284695987	288342.41614906833	285905.60199004976	55012.8709953652
REG3A	-1.524928311415431	0.011029441931348503	34721.50310559006	12389.830845771145	52947.8031006131
ADH1B	-0.467532699681054	0.027119391858395184	93808.06211180124	77672.86567164179	43858.33653097843
RBP4	-0.18992893871296185	0.16850540687279908	214911.5155279503	215361.68656716417	40817.916061417825
APOH	-0.20829547642799554	0.1668588680259935	184144.03105590062	179519.9552238806	38356.36868016043
APOC3	-0.2329212306149784	0.19662209605247508	162691.93788819876	157395.8656716418	37894.406384054884
CRP	0.4857666475626593	0.11958995786384802	72011.26708074534	108639.90547263682	34980.67179655295
SERPINA3	-0.2355437064419166	0.170102378579035	135871.46583850932	125419.04477611941	32003.66866329874
FABP1	-0.5501185350612342	0.007338778324954719	55705.57763975155	43425.57711442786	30644.670765919967
SCD	-0.33381857729294356	0.06185026334069817	90135.36645962733	88115.12935323383	30088.8597953309
C3	-0.06492874609908943	0.5757142891111411	445453.09316770185	477177.14925373136	28922.71078533974
B2M	0.365725388922518	0.00012050766753012047	77526.04347826086	114420.05970149254	28353.242402710996
AQP9	-1.002308521296403	2.393514069792571e-06	27501.85714285714	16255.348258706468	27565.345765762057
CD74	0.5976909626043122	3.8358740117244964e-05	44938.45962732919	77147.0895522388	26859.311192613404
CFB	-0.16313312055995965	0.1909597738035306	162802.23602484472	167399.73631840796	26558.436796872
